,French Polynesia,Australia,Egypt,Somalia,Algeria,United States,Brazil,Germany,Suriname,Kiribati,Denmark,South Africa,United Arab Emirates,Venezuela,Indonesia,Russian Federation,China,Western Samoa,Philippines,Yemen,Guatemala,Nigeria,Spain,Iran,Ivory Coast (Cote d'Ivoire),Ethiopia,Papua New Guinea,Saudi Arabia,United Kingdom,Mexico,Ghana,Colombia,Switzerland,Sri Lanka,Panama,Turkey,Namibia,Jordan,Sudan,South Sudan,Chad,Mauritania,Argentina,Norway,Iceland,Uzbekistan,Solomon Islands,Morocco,France,Sweden,Japan,Greenland,Greece,India,Paraguay,Guyana,Italy,Honduras,Oman,Madagascar,Marshall Islands,Central African Republic,Djibouti,Cook Islands,Comoros,Niger,Gabon,Libya,New Zealand,Cyprus,Canada,Kazakhstan,Myanmar,Peru,Syria,Andorra,Mozambique,Netherlands,Kenya,Chile,Congo,Angola,Belgium,Austria,Antigua and Barbuda,Malaysia,Laos,Bolivia,Fiji,Tanzania,Burkina Faso,Romania,Eritrea,Turkmenistan,Bahamas,Saint Helena,Ecuador,Pakistan,Uruguay,Aruba,East Timor,Vanuatu,Cuba,Mongolia,Portugal,United States Minor Outlying Islands,Anguilla,"Macau (SAR), China",Dominican Republic,Bahrain,Costa Rica,Azerbaijan,Democratic Republic of the Congo,Botswana,Cambodia,Guadeloupe,Zambia,Belize,Bermuda,Seychelles,Nepal,Nicaragua,Serbia,Israel,Lebanon,Zimbabwe,Thailand,Cameroon,Barbados,Iraq,Afghanistan,Gambia,Burundi,Guinea,Mali,Ireland,Malawi,Vietnam,New Caledonia,Bosnia and Herzegovina,Bulgaria,"Bonaire, Saint Eustatius & Saba",Guinea Bissau,Belarus,Saint Vincent and Grenadines,Czech Republic,Equatorial Guinea,Sierra Leone,Rwanda,Slovakia,Hungary,Georgia,Bhutan,Cape Verde,Croatia,Brunei Darussalam,Senegal,Poland,Liberia,Bangladesh,Moldova,Haiti,French Guiana,Cocos (Keeling) Islands,Estonia,South Korea,Ukraine,Chinese Taipei,Benin,Grenada and South Grenadines,Curacao,Cayman Islands,Dominica,Maldives,Unknown Country,Latvia,Qatar,Tunisia,North Korea,Albania,Tajikistan,Mayotte,Uganda,British Virgin Islands,Finland,Tonga,Western Sahara,Armenia,Martinique,Kyrgyzstan,Saint Pierre and Miquelon,Tuvalu,Wallis and Futuna Islands,Turks and Caicos Islands,Gibraltar,Palestinian Territory,Malta,"Hong Kong (SAR), China",Lithuania,Montenegro,El Salvador,Nauru,Niue,Jamaica,Micronesia,Kuwait,Lesotho,Togo,Slovenia,Luxembourg,Monaco,Singapore,Montserrat,Falkland Islands,Mauritius,Swaziland,Saint Kitts and Nevis,Norfolk Island,Macedonia,Sao Tome and Principe,Trinidad and Tobago,Liechtenstein,Palau,Reunion,Saint Barthelemy,Saint Martin,Saint Lucia,Sint Maarten,Antarctica,Christmas Island
Saint Helena,0,0,0,0,0,0,0,0,0,0,0,496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ecuador,0,403,208,0,5,75126,2468,3176,9,0,336,9,191,946,48,209,48,0,81,0,635,0,17502,0,0,8,0,8,1901,16788,11,16853,1096,0,6356,41,0,21,4,0,0,0,3526,61,0,0,0,80,2772,368,71,0,24,101,421,12,532,236,5,0,0,0,0,0,0,0,0,0,22,7,4392,0,6,11785,0,0,0,1025,3,7198,0,20,369,305,0,22,3,874,0,22,0,16,0,0,27,0,263081,8,356,85,0,0,1074,0,216,0,0,0,957,2,989,0,0,0,4,0,0,12,18,0,0,196,9,268,26,0,1,0,168,0,0,0,0,0,0,92,0,39,0,0,8,0,0,3,0,188,0,0,0,0,40,0,0,0,5,0,0,205,0,9,0,3,0,0,8,51,77,8,0,19,88,3,0,0,0,5,5,0,0,0,0,0,6,0,60,0,0,0,0,0,0,0,0,15,0,0,3,17,0,0,486,0,0,80,0,13,0,0,0,31,0,5,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,12,0,0
Pakistan,0,9585,2585,115,64,20428,68,6459,0,0,2603,2277,149877,1,942,568,1698,0,529,0,0,281,7951,1731,76,84,1,223813,53038,35,54,10,494,2149,2,8662,16,1207,448,232,137,60,15,2269,9,408,0,216,2966,1444,380,0,1559,187,0,0,3202,0,19529,118,0,26,24,2,0,10,2,16,437,535,10829,13,31,4,39,0,625,1916,825,27,9,36,981,685,0,11539,5,2,0,284,11,318,49,0,1,0,6,170530,5,0,0,0,21,0,713,0,0,0,8,8027,0,2731,88,95,70,0,68,0,3,19,252,0,32,8,475,81,6637,11,8,3148,1166,33,5,4,32,1174,582,234,0,37,50,0,2,108,0,63,0,75,73,2,315,579,0,5,11,2,66,150,31,460,11,0,0,0,27,119,634,8,18,0,2,2,0,291,0,55,13550,214,0,0,0,0,704,0,162,0,0,284,0,202,0,0,0,0,0,0,174,327,44,0,0,0,0,0,0,10509,45,5,9,11,0,122,0,0,203,11,0,0,5,0,8,0,0,0,0,0,0,0,0,0
Uruguay,0,473,5,0,0,8167,24214,929,0,0,121,100,54,140,74,72,10,0,171,0,139,0,8688,0,0,4,0,4,811,2868,0,1448,528,0,726,12,0,9,0,0,0,0,15524,48,0,0,0,25,713,184,8,0,26,128,2797,3,200,24,0,0,0,0,0,0,0,0,0,0,134,11,548,0,0,2154,0,0,0,205,2,13097,0,0,157,48,0,12,0,99,0,0,0,11,0,0,41,0,341,4,0,71,0,0,1143,0,281,0,0,0,1826,0,567,0,0,0,0,0,0,13,0,0,0,91,0,333,4,0,144,0,3,0,0,0,0,0,0,58,0,7,0,0,0,0,0,0,0,103,0,0,2,0,19,0,0,0,4,0,0,39,0,0,0,0,0,0,0,7,9,0,0,0,65,0,0,0,0,0,0,4,0,0,0,0,3,0,199,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,50,0,0,57,0,6,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
Aruba,0,11,0,0,0,69095,613,145,1027,0,104,0,55,1884,10,0,2,0,59,0,97,7,165,3,0,0,0,0,455,148,0,3102,165,0,1520,21,0,0,0,0,0,0,1069,51,7,0,0,0,293,56,48,0,108,51,153,6,338,74,0,0,0,0,0,0,0,0,0,0,0,0,7291,0,0,516,0,0,0,1678,0,724,0,0,10,23,7,0,0,3,0,0,0,24,0,0,20,0,97,0,96,0,0,0,84,0,100,0,0,0,807,0,80,0,0,0,0,0,0,0,14,0,0,676,3,150,0,0,57,0,7,0,0,0,0,0,0,27,0,0,0,0,9,1186,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,53,0,0,0,0,0,0,16,71,14,33,0,0,4440,21,0,0,0,0,9,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,7,0,0,0,33,0,0,0,0,0,0,122,0,0
East Timor,0,1692,0,0,0,7,0,5,0,0,0,1,4,0,9079,0,292,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,2,0,7,0,0,0,0,3,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vanuatu,0,5489,0,0,0,110,0,0,0,0,0,0,0,0,5,0,0,6,19,0,0,0,0,0,0,0,93,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,444,0,5,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1783,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1783,0,0,0,0,0,0,0,0,0,0,0,0,18533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cuba,0,73,181,0,38,56374,943,12934,3417,0,782,518,192,1107,14,10535,148,0,46,0,696,26,13901,4,0,21,0,10,4779,32740,5,2290,3598,12,11662,2365,7,44,3,0,0,0,4607,861,12,63,0,12,18351,936,760,0,475,110,131,376,6746,213,25,0,0,0,0,0,0,0,0,0,17,9,149853,3,40,2369,0,0,6,828,0,5377,0,417,1285,2422,6,26,0,628,0,0,5,150,0,2,1292,0,1111,8,730,2247,0,0,10823,2,1599,0,0,0,3160,7,1695,3,0,0,0,50,0,156,48,91,0,1291,382,563,87,0,76,0,117,9,0,0,0,0,0,356,0,235,0,0,230,49,0,140,0,1184,0,0,0,7,1067,1,0,0,114,0,70,704,0,0,9,8921,0,0,72,380,143,19,0,3,188,584,18,163,0,91,44,54,0,144,41,0,6,0,1276,0,0,121,38,0,0,0,0,164,0,0,44,21,97,7,540,0,0,975,0,8,0,3,1,69,0,43,0,0,162,0,69,0,0,0,1158,0,0,5,0,0,0,50,0,0
Mongolia,2,531,10,0,2,1505,0,373,0,0,5,116,173,0,82,2038,2241,0,41,0,0,2,47,0,0,1,0,0,168,2,2,0,110,8,3,1474,0,32,0,0,0,0,0,2,0,7,0,0,220,118,1869,0,2,59,0,0,20,0,0,0,0,0,0,0,0,0,0,0,35,13,133,286,1,0,0,0,0,58,2,6,0,0,70,105,0,39,0,0,3,6,0,10,0,0,0,0,0,0,0,0,0,0,1,8042,32,0,0,0,0,0,0,2,0,0,25,0,1,0,0,0,0,0,13,12,25,0,562,0,0,4,0,0,0,0,0,27,0,70,0,0,3,0,0,19,0,405,0,0,2,0,160,2,0,0,0,2,0,56,0,5,0,0,0,0,0,7659,12,100,0,0,0,0,0,5,0,20,30,0,0,3,0,0,0,0,28,0,0,2,0,2,0,0,0,0,0,0,6,816,0,0,0,0,0,0,1,4,0,0,0,0,0,248,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Portugal,2,1096,932,2,1329,33413,68729,118791,25,0,12144,3444,5474,1682,1241,6621,2427,0,726,0,124,218,151512,6,380,54,2,533,209978,1470,347,871,80258,469,330,5536,153,321,16,3,46,60,1223,5758,178,44,0,9212,218076,7928,370,0,3336,2877,82,5,84063,20,156,18,0,18,12,0,0,36,57,0,154,246,11864,288,59,419,0,0,3572,59665,263,961,82,19635,41787,20201,0,224,32,44,0,366,59,4602,0,0,12,0,288,492,228,10,0,0,1440,8,245357,0,0,1,490,81,243,79,63,21,23,0,44,8,80,119,954,4,470,4617,164,105,2180,56,9,36,5,344,3,396,110,16651,26,552,42,69,933,14,2596,137,0,4317,23,29,12,54,10626,77,0,11431,813,0,1083,12421,6,438,628,0,0,0,494,2037,3031,176,31,1,10,2,0,642,0,804,967,383,0,110,3,0,55,3,5868,3,10,16,5,0,0,0,0,0,0,0,2796,360,643,32,31,0,0,32,0,409,0,8,219,24021,0,112,0,0,599,16,0,0,183,3123,13,0,0,42,18,0,0,41,0,0
United States Minor Outlying Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anguilla,0,0,0,0,0,1468,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0,0,0,0,202,0,0,771,0,0
"Macau (SAR), China",0,688,0,0,0,322,0,27,0,0,0,10,4,0,591,30,14825,0,1853,0,0,0,13,0,0,0,0,146,24,8,0,0,0,75,0,13,0,0,0,0,0,0,0,0,0,0,0,0,118,0,4948,0,50,510,0,0,7,0,0,0,0,0,0,0,0,0,0,0,14,0,124,0,72,0,0,0,0,11,0,0,0,0,0,11,0,4893,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3336,0,0,0,0,0,13,0,0,0,0,0,9199,0,0,0,0,0,0,0,0,0,0,3215,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,2,0,7,0,0,0,0,0,0,0,6816,0,8000,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2713,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0
Dominican Republic,0,41,709,0,106,232718,6650,24318,316,0,1505,194,105,8410,88,11334,37,0,115,0,1319,73,23664,12,0,26,0,18,12648,5235,120,8072,4768,3,5360,419,0,54,0,0,6,0,11787,434,26,15,0,13,28398,1582,484,0,145,311,606,2121,9255,521,90,7,0,0,0,0,0,0,6,0,8,1,130797,1,0,6283,0,0,9,1206,195,13064,0,0,3205,953,386,24,0,637,0,93,0,414,0,2,658,0,837,4,1798,807,0,0,3793,0,471,0,184,0,0,0,2962,2,0,0,0,311,0,106,147,176,0,517,224,482,8,0,98,0,146,24,2,0,0,0,0,367,0,44,0,9,26,237,0,74,7,507,0,0,0,28,834,6,0,0,110,0,10,870,0,0,11,1441,30,0,96,289,356,88,0,246,1221,318,180,73,0,56,42,55,0,79,8,0,0,732,1366,0,0,59,220,3,1,0,0,992,2,0,4,19,23,5,572,0,0,2372,0,6,0,0,7,17,0,151,1,0,346,0,235,0,0,0,291,0,0,0,14,49,151,2090,0,0
Bahrain,0,126,5495,14,65,1973,56,1910,2,0,98,216,29101,1,542,1637,46,0,2680,0,0,38,782,97,3,632,0,33848,3530,17,95,14,570,600,12,6945,0,2573,370,0,2,0,4,50,13,47,0,785,1218,51,31,0,286,31505,0,0,136,0,5655,0,0,0,21,0,0,0,0,1,35,113,322,279,19,6,3,0,8,481,474,0,0,2,196,159,0,213,7,0,0,14,0,54,4,3,0,0,0,6412,0,0,0,0,0,3,81,0,0,0,0,0,0,1199,0,2,4,0,0,0,0,54,1308,0,102,10,798,7,2252,58,0,3483,28,0,0,0,3,121,0,24,0,68,62,0,0,18,0,60,2,2,0,0,69,399,0,0,21,4,0,69,0,7994,0,0,0,0,28,10,106,2,0,0,0,4,0,78,0,27,827,248,0,6,2,0,65,0,34,0,0,60,0,98,0,0,0,0,0,0,11,5,21,0,0,0,0,0,0,13217,0,6,6,10,0,73,0,0,16,2,1,0,3,0,2,0,0,0,0,0,0,0,0,0
Costa Rica,0,454.99993,71.00001,0,7,138682.0023,2038.00057,5729.99987,71.99999,0,1880.99988,143.00002,89.99997,927.00001,6,209.99997,10.99996,0,128.99998,0,10578.99659,10,6787.00035,0,2,0,0,8,8132.99731,20477.99638,15,7787.99923,3798.00013,0,13521.00148,53,0,0,0,0,0,0,3178.00115,278.00002,41,3,0,7,12938.99805,1032.00006,185.99993,0,45.99997,236.99997,106.99998,42.99999,437.99936,5287.99979,4,0,0,0,0,0,0,0,0,0,133.00002,0,40263.9858,0,0,3041.00069,0,0,4,2835.999,36.00001,2187.00063,0,8,612.00003,624.00014,0,70.99996,0,162.99998,0,38,0,123.00003,0,0,222.00002,0,972.99978,2,738.99989,76,0,0,1633.99955,0,298.99988,0,0,0,2641.99973,0,24845,0,0,0,0,6,0,239.00002,40,0,0,3890.99973,0,463,7,2,5,0,79,0,0,0,0,0,0,313,0,18,0,0,65,0,0,0,0,245.99998,0,0,0,10,147,0,0,0,15,0,0,516.99995,0,0,0,102,0,0,22,98.99999,39,51,0,8,74.99999,156.00002,0,0,0,0,19,6,0,0,0,0,3,4,139.00001,0,0,0,6,0,0,0,0,44,0,0,0,4,12,0,6048.99823,0,0,280.00004,0,6,0,0,0,83,0,19,0,0,10,0,0,0,0,0,204.00002,0,0,0,0,0,12,16,0,0
Azerbaijan,0,84,186,11,15,716,77,1706,0,0,160,79,10629,1,111,34337,76,4,31,0,0,32,243,1004,7,12,2,3277,2572,51,0,21,337,484,0,31512,0,85,34,4,0,4,12,142,0,1215,0,102,607,161,27,0,89,2418,0,0,123,0,758,0,0,0,0,0,0,0,0,0,21,365,172,3673,6,0,4,0,0,476,15,4,0,4,196,391,0,279,0,0,0,3,0,152,10,36,0,0,5,3806,0,0,0,0,2,2,70,0,0,0,0,1190,0,890,0,0,0,0,0,0,0,13,16,0,110,2174,118,0,225,0,0,3910,18,0,0,0,0,25,0,139,0,42,66,0,0,1028,0,214,0,0,5,0,1683,3125,0,0,76,0,4,403,0,190,70,0,0,0,26,82,5179,0,0,0,0,0,0,7,0,336,2720,27,0,28,0,0,0,0,20,0,0,0,0,43,0,0,0,0,0,0,294,1,195,74,0,0,0,0,0,4144,2,0,12,20,0,25,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Democratic Republic of the Congo,0,58,94,16,30,576,35,276,0,0,10,3203,334,0,21,56,1768,0,11,0,0,114,116,0,238,4604,0,4,590,0,76,7,1077,2,4,366,0,0,10,0,48,0,0,24,0,0,0,241,3491,102,45,0,30,496,0,0,237,0,4,15,0,28,0,0,0,16,1203,0,11,203,422,0,0,0,0,0,19,33,1684,0,883,150,3444,117,0,38,0,0,0,246,11,24,0,0,0,0,0,96,0,0,0,0,0,2,124,0,0,0,0,0,0,0,32528,46,0,0,1798,0,0,4,3,0,18,120,860,98,23,534,0,0,0,2,38,17,11,21,8,43,0,5,0,0,0,8,0,2,1,0,747,0,3,0,0,0,0,0,148,0,13,19,0,0,0,0,0,71,34,1,100,0,0,0,0,0,0,0,17,123,0,0,0,0,1615,0,33,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,2,130,0,8,0,1,0,0,17,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Botswana,0,193,20,0,0,214,14,194,0,0,4,11257,181,0,3,2,44,0,27,0,0,101,91,0,14,427,0,6,564,0,64,0,92,65,14,19,450,0,0,0,0,0,0,17,0,0,0,35,108,51,5,0,0,922,0,0,4,0,6,45,0,0,0,0,0,0,0,0,13,7,117,0,0,0,0,0,127,50,264,0,0,32,71,3,0,24,0,0,0,207,4,18,4,0,0,0,0,63,0,0,0,0,0,0,13,0,0,0,0,0,0,0,35,6529,0,0,451,0,0,24,14,0,3,43,6,437,42,0,0,0,0,0,0,0,0,24,77,0,0,0,0,0,0,0,0,4,0,3,32,0,17,0,0,0,0,0,0,0,0,42,0,0,0,0,0,1,3,0,0,0,0,0,0,14,0,0,134,24,0,0,0,0,140,0,9,0,0,0,0,0,0,0,0,0,0,0,18,2,0,0,0,0,0,0,0,2,79,20,0,0,0,0,0,0,123,59,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Cambodia,0,6572,29,0,0,3094,22,2122,2,0,225,87,846,0,6665,509,48030,0,2840,0,0,54,570,0,5,5,0,163,3079,8,20,6,742,503,0,119,0,20,0,5,0,0,18,80,34,0,0,30,5871,272,7876,0,37,5270,0,0,496,0,15,14,0,0,1,0,0,0,0,0,805,1,1484,14,2480,0,0,0,0,569,5,0,0,0,533,371,0,18182,6077,0,25,11,0,58,0,2,0,0,1,105,2,0,1,0,0,35,78,0,0,3228,0,2,2,4,0,0,50883,0,3,0,0,0,246,0,7,105,18,10,67053,2,0,7,4,1,1,0,7,69,2,39626,6,0,24,0,0,4,0,159,0,0,2,0,87,8,0,0,16,177,3,44,0,327,0,0,0,0,11,11163,61,7244,0,0,0,0,0,229,0,48,85,5,0,7,0,0,11,0,59,0,0,2,0,2,0,0,0,0,0,0,4,5916,7,0,0,0,0,2,0,17,0,0,0,18,0,11830,0,0,5,0,0,0,0,0,1,0,14,0,0,0,0,0,0,0
Guadeloupe,0,0,44,0,139,3329,14,850,2,0,60,0,1,0,0,5,0,0,0,0,4,0,164,2,0,0,0,1,53,11,0,7,141,0,6,50,0,0,0,0,0,0,0,1,0,0,0,0,67305,29,4,0,0,0,0,0,3155,8,0,0,0,0,0,0,0,0,0,0,0,1,5069,0,0,0,0,0,0,61,0,2,0,0,1051,0,377,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,69,0,2,0,0,0,362,0,12,0,0,0,0,0,0,0,0,0,0,9,3,1,1,0,0,0,718,4,0,0,0,0,0,0,0,11,0,0,0,62,0,0,0,3,0,0,0,0,9,0,0,0,0,0,5,22,0,0,0,452,886,0,0,0,3,2,0,10,10,8,372,38,0,0,5,14,0,0,0,0,0,22,12,0,0,0,11710,0,0,0,0,2,0,0,0,0,0,1,0,0,0,51,0,0,0,0,0,10,2,2,0,0,0,0,10,0,0,0,103,0,0,388,1509,5564,134,565,0,0
Zambia,0,403,146,3,2,236,20,247,0,0,91,14752,1122,0,43,54,308,0,134,0,0,219,112,0,27,1113,0,51,1126,3,131,0,123,16,0,279,314,11,24,14,2,0,6,72,0,2,0,19,58,151,18,0,48,2710,0,0,33,0,10,0,0,4,0,0,0,0,0,0,12,46,146,0,2,2,0,0,220,119,1928,0,0,325,167,51,0,114,0,0,0,1030,0,0,20,0,0,0,0,127,0,0,0,0,0,0,22,0,0,0,0,0,0,0,1636,491,18,0,9119,0,0,24,14,0,7,97,218,5308,66,8,0,0,2,0,30,0,3,61,734,21,0,0,0,0,0,4,0,25,0,1,1652,0,9,0,0,0,0,0,19,29,2,27,3,0,0,0,0,27,21,1,3,0,0,0,0,2,0,0,28,13,0,0,0,0,483,0,14,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,71,0,0,0,0,3,0,0,66,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Belize,0,4,0,0,0,30084.99969,47.99999,193.99999,0,0,25,13.99999,2,7,0,0,1.99997,0,0,0,932.99999,5,63,0,0,0,0,0,728.00013,312,1,150.99999,64.99999,0,495.00019,5,0,0,0,0,0,0,20,154.00004,0,0,0,2,758.99994,27,2,0,3,52,11,60,19.00002,348.99999,0,0,0,0,0,0,0,0,0,0,16,0,4696.99832,0,0,9,0,0,0,202.00007,0,21,0,0,26,11,20,0,0,9.99999,0,0,5,0,0,0,31,0,17,0,8,80,0,0,173.00006,0,8,0,0,0,247,0,314.99983,0,0,0,0,0,0,165274,0,12,0,186.00001,0,17,0,0,0,0,123.00006,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,77.00005,0,0,0,0,9.99999,0,0,0,0,0,0,29,0,0,0,0,0,0,0,29,0,5,0,0,73,31.00001,0,0,0,0,10,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,244.00001,0,0,158,0,0,0,0,0,10,0,2,0,0,8,0,40,0,0,0,89,0,0,0,0,0,0,0,0,0
Bermuda,0,52,4,0,0,14342,92,62,0,0,0,29,44,0,0,0,0,0,4,0,0,11,114,0,0,0,0,0,2380,123,26,4,67,3,0,0,0,3,0,0,0,0,0,0,0,0,0,10,37,6,3,0,0,23,0,7,107,0,0,0,0,0,0,0,0,0,0,0,5,0,2955,0,0,0,0,0,0,20,0,9,0,0,0,32,0,0,0,0,0,4,0,0,0,0,18,0,6,3,0,0,0,0,0,0,161,0,0,0,59,0,87,0,0,0,0,0,0,0,0,0,2,8,1,51,0,0,0,0,69,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,6,0,0,0,0,0,15,0,0,0,0,0,92,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,5,1,0,0,0,0,0,173,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,40,0,0,0,0,0,3,0,0,0
Seychelles,0,75,84,0,6,167,23,6190,0,0,328,1799,3728,0,24,1723,170,4,194,0,0,38,123,9,0,381,0,10,2098,0,2,0,1381,585,0,940,32,16,5,0,0,0,7,123,0,0,0,25,4255,357,6,0,80,1391,0,0,632,0,17,25,0,0,0,0,24,0,0,0,7,10,69,0,0,0,0,0,18,238,723,0,0,5,265,968,0,18,0,0,3,49,0,242,0,0,5,0,0,20,0,0,0,0,0,0,107,0,0,0,44,15,15,0,8,24,0,0,31,0,0,19295,8,0,146,519,39,17,68,0,0,0,0,0,0,0,0,36,0,0,0,0,447,0,0,78,0,885,0,0,18,0,886,0,0,0,188,0,0,276,0,7,10,0,0,0,84,13,407,3,0,0,0,4,0,39,0,128,505,22,0,0,0,0,26,0,73,0,0,0,0,0,0,0,0,0,0,0,0,23,108,0,0,0,0,0,0,108,0,0,10,12,0,8,0,0,1334,0,0,0,0,0,0,0,0,367,0,0,0,0,0,0
